recordKey,portal,suchbegriff,titel,auftraggeber,frist,link,cpvCodes,beschreibung,veroeffentlichungsdatum,organisationLand,scrapedAt,reviewLabel,reviewScore,reviewReason,reviewProvider,reviewModel,reviewedAt
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-7983d154-5903-4084-86f9-5571ceecf59f","USP Bund","Projektmanagement","DBS PL-Leistungen WIGEV PBG","Wiener Gesundheitsverbund Projektentwicklungs- und Baumanagement GmbH","2026-08-17","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-7983d154-5903-4084-86f9-5571ceecf59f","71541000","","2026-07-08","Österreich","2026-07-13T09:24:29.523Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-0f452dac-2d52-4aed-89d9-93071fb729ab","USP Bund","Projektmanagement","Eventagentur für Lange Nacht der Forschung 2028-2034","Auftraggeber sind die Republik Österreich (Bund), vertreten durch die Bundesministerin für Frauen, Wissenschaft und Forschung (BMFWF), den Bundesminister für Wirtschaft, Energie und Tourismus (BMWET) und den Bundesminister für Innovation, Mobilität und Infrastruktur (BMIMI), im Vergabeverfahren alle vertreten durch die Bundesbeschaffung GmbH.","2026-08-06","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-0f452dac-2d52-4aed-89d9-93071fb729ab","79952000","dieser Rahmenvereinbarung sind Dienstleistungen im Zuge des Projektmanagements zur Organisation und Betreuung der Langen Nacht der Forschung (LNF) 2028 bis 2034 (für 4 Veranstaltungen) in ganz Österreich. Ausschreibungsunterlagen: https://bbg.vergabeportal.at/Detail/249989 Erfüllungsort: ATZZZ / Extra-Regio NUTS 3 CPV Hauptteil: 79952000 (Event-Organisation) Auftrag ist in Lose aufgeteilt: Nein Art des Auftrags: Dienstleistungsauftrag Bezeichnung der Verfahrensart: Verhandlungsverfahren Laufzeit des Vertrages: 96 Monate Teilnahmebedingungen Keine einschränkenden Teilnahmebedingungen Informationen zur Übermittlung der Angebote oder Teilnahmeanträge Angebote sind elektronisch zu übermitteln: J","2026-07-08","Österreich","2026-07-13T09:24:29.707Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=505019f6-4c66-4ce4-9700-a5ed3cf664c3-dbf1e3a2-7e55-4a6f-a733-64fbabede7a3","USP Bund","Strategie","Zugang Buchungsplattform für flexible Kinderbetreuung","ÖBB-Business Competence Center GmbH","2026-08-10","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=505019f6-4c66-4ce4-9700-a5ed3cf664c3-dbf1e3a2-7e55-4a6f-a733-64fbabede7a3","85300000; 85320000","","2026-07-08","Österreich","2026-07-13T09:24:40.941Z","ungeprueft","","","","",""
"https://ooe.vergabeportal.at/Detail/249837","OÖ","CPV 71241000 - Machbarkeit","Erstellung von Gewässerpflege- und Instandhaltungskonzepten (GPI) für 4 Einzugsgebiete","Gewässerbezirk Gmunden","2026-08-06T12:00:00","https://ooe.vergabeportal.at/Detail/249837","71240000; 71241000","Für folgende 4 Einzugsgebiete ist jeweils ein GPI auszuarbeiten: Ager und Zubringer, Vöckla und Zubringer, Traun und Zubringer sowie Alm und Zubringer. Es ist eine losweise Aufteilung des beschriebenen Leistungsgegenstandes in die vorstehend beschriebenen 4 regionalen Dienstleistungslose vorgesehen. Der Ausschreibungsgegenstand besteht in der Beauftragung eines Auftragnehmers mit der Erbringung der beschriebenen Dienstleistung pro Los in Form eines Dienstleistungsvertrages.","2026-07-08","Österreich","2026-07-13T09:24:57.269Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-7332885b-8ac8-4b69-af6f-a5b13afdca8b","USP Bund","Projektmanagement","Abruf aus Rahmenvereinbarung SAPDL2022, TL2, 4234188","Bundesrechenzentrum GmbH","","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-7332885b-8ac8-4b69-af6f-a5b13afdca8b","72200000; 79421000; 72220000; 72261000; 72262000; 72263000; 72266000; 72254000; 72316000","","2026-07-07","Österreich","2026-07-13T09:24:29.894Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-9110002556748_BVergG-VIII-2-Z1_985826","USP Bund","Strategie","Hainburg LK - 537.008 Spültechnik - Bandspülanlage","Land Niederösterreich, p.A. Amt der NÖ-Landesregierung, Abteilung Gesundheitsstrategie","","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-9110002556748_BVergG-VIII-2-Z1_985826","39713100","","2026-07-07","Österreich","2026-07-13T09:24:41.129Z","ungeprueft","","","","",""
"https://ted.europa.eu/de/notice/-/detail/462474-2026","TED","CPV 90713000-8 - Umweltberatung","Tschechien – Umweltplanung – Zpracování koncepce práce s návštěvnickou veřejností v CHKO Litovelské Pomoraví","Agentura ochrany přírody a krajiny České republiky","","https://ted.europa.eu/de/notice/-/detail/462474-2026","90712000; 90712400; 90713000","Předmětem veřejné zakázky jsou služby spočívající ve zpracování koncepce práce s návštěvnickou veřejností v CHKO Litovelské Pomoraví, bližší specifikace předmětu plnění (dále též „dílo“) je uvedena v přílohách návrhu smlouvy.","2026-07-06","Tschechien","2026-07-13T09:24:01.464Z","ungeprueft","","","","",""
"https://ted.europa.eu/de/notice/-/detail/463045-2026","TED","CPV 90713000-8 - Umweltberatung","Italien – Dienstleistungen im Umweltschutz – rda 2600433-2600097 servizi integrati di consulenza e assistenza per la gestione dei rifiuti e la tutela ambientale nelle piattaforme conto terzi","CAP HOLDING SPA","","https://ted.europa.eu/de/notice/-/detail/463045-2026","90700000; 90713000","rda 2600433-2600097 servizi integrati di consulenza e assistenza per la gestione dei rifiuti e la tutela ambientale nelle piattaforme conto terzi","2026-07-06","Italien","2026-07-13T09:24:01.464Z","ungeprueft","","","","",""
"https://ted.europa.eu/de/notice/-/detail/461753-2026","TED","Regionalentwicklung","Deutschland – Dienstleistungen von Architekturbüros bei Gebäuden – Modernisierung Übernachtungshaus in Leipzig (Los 1: Objektplanung Gebäude und Innenräume)","Stadt Leipzig, Amt für Gebäudemanagement","2026-07-24T23:59:59+02:00","https://ted.europa.eu/de/notice/-/detail/461753-2026","71221000","Der Bedarf zur Unterbringung wohnungsloser Personen steigt kontinuierlich an. Die Stadt Leipzig ist nach dem Polizeibehördengesetz des Freistaates Sachsen als Kreispolizeibehörde zur Notunterbringung obdachloser Personen verpflichtet, um die Gefahren für den Einzelnen abzuwehren. Zugleich dient die Maßnahme der Erreichung des strategischen Ziels, die ""Chancengerechtigkeit und gemeinschaftliche Quartiersentwicklung"" zu steigern, welches sich aus der Leipzig-Strategie 2035 ergibt. Mit dem Fachplan ""Wohnungsnotfallhilfe in der Stadt Leipzig 2023 bis 2026"" (VII-DS-07533) wurde die Erweiterung der Kapazitäten zur Notunterbringung wohnungsloser Frauen, einschließlich eines kostenfreien Notschlafplatzangebots, beschlossen. In der bestehenden Einrichtung ist eine Erweiterung der Kapazität auf bis zu 50 Schlafplätze nicht möglich, im neuen Objekt sollen diese realisiert werden.","2026-07-06","Deutschland","2026-07-13T09:24:16.094Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-FN_51350s_BVergG-VIII-1-Z5_380080","USP Bund","Strategie","Beratung IKT-Strategie","Salzburg AG für Energie, Verkehr und Telekommunikation","","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-FN_51350s_BVergG-VIII-1-Z5_380080","79417000","","2026-07-06","Österreich","2026-07-13T09:24:41.317Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-KD_2344811","USP Bund","Strategie","Beratungsleistungen im Rahmen der BBG-Rahmenvereinbarung Managementberatung & Strategieentwicklung GZ: 5105.04346","aed - Agentur für wirtschaftliche Zusammenarbeit und Entwicklung (aed - Agency for Economic Cooperation and Development)","","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-KD_2344811","79000000","","2026-07-06","Österreich","2026-07-13T09:24:41.501Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-KD_2344660","USP Bund","Strategie","Erstellung einer Digitalstrategie und einer Webseite für die Behindertenanwältin","Bundesministerium für Arbeit, Soziales, Gesundheit, Pflege und Konsumentenschutz - Sektion I/Abteilung 1 (Kommunikation und Öffentlichkeitsarbeit)","","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-KD_2344660","79000000","","2026-07-06","Österreich","2026-07-13T09:24:41.687Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-ba3b0aa9-9682-43a8-94ef-ba9f6eeaf8b8","USP Bund","Raumplanung","Aufbau Molluskenmonitoring für das Gebiet des Nationalparks Thayatal im Rahmen des INTERREG Projekts „BioReMo – Biodiversity Research and Monitoring“ (ATCZ00178)","Nationalpark Thayatal","","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-ba3b0aa9-9682-43a8-94ef-ba9f6eeaf8b8","73300000-5; 73110000; 73300000","","2026-07-05","Österreich","2026-07-13T09:24:25.733Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=8df6b76b-a1c8-45a4-ab7b-3ff8676e4b04-5a950930-080c-4a64-9cd7-a4f33bb16354","USP Bund","Strategie","Rahmenvereinbarung für Dienstleistungen im Bereich Data Excellence","Netz Niederösterreich GmbH","2027-07-27","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=8df6b76b-a1c8-45a4-ab7b-3ff8676e4b04-5a950930-080c-4a64-9cd7-a4f33bb16354","","","2026-07-05","Österreich","2026-07-13T09:24:41.687Z","ungeprueft","","","","",""
"https://ted.europa.eu/de/notice/-/detail/459693-2026","TED","Raumplanung","Deutschland – Dienstleistungen von Architektur-, Konstruktions- und Ingenieurbüros und Prüfstellen – Go4Bauland Rahmenvertrag - Erstellung von städtebaulichen Rahmenplanungen und Strukturkonzepten","NRW.URBAN","2026-07-27T23:59:59+02:00","https://ted.europa.eu/de/notice/-/detail/459693-2026","71000000; 71240000; 71250000; 71410000; 71420000","In dem zugrundeliegende Vergabeverfahren sollen Rahmenverträge an bis zu zehn Rahmenvertragspartnern vergeben werden. Mithilfe dieser wird ein Expertenpool gebildet, über den Kreise, Kommunen sowie deren Tochter- und Enkelgesellschaften sowie sonstige Beteiligungen, das Land Nordrhein-Westfalen, die Landestöchter und -enkel in NRW ohne ein eigenes Vergabeverfahren die Erstellung von städtebaulichen Rahmenplanungen beauftragen können. Die Rahmenverträge sind als echte Verträge zugunsten Dritter, die ihrerseits öffentlicher Auftraggeber sind, ausgestaltet. NRW.URBAN schreibt die Rahmenverträge im Auftrag des Ministeriums für Heimat, Kommunales, Bau und Digitalisierung als zentrale Beschaffungsstelle für die Kommunen und kommunalen Gesellschaften in NRW aus und wird später den Expertenpool betreuen, indem sie eine Plattform bietet, damit Auftraggeber und Auftraggeberinnen einen Rahmenvertragspartner beauftragen können. Eine weitgehende Automatisierung dieses Vorgangs wird angestrebt. Auftraggeber der Einzelaufträge werden die Kreise und Kommunen bzw. kommunalen Gesellschaften sowie die Landestöchter und -enkel in NRW sein. Die Rahmenverträge werden auf zwei Jahre abgeschlossen.","2026-07-03","Deutschland","2026-07-13T09:24:14.028Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=41a809d9-0b61-4991-86b8-74dc07973af3-a3bbc788-d00b-4051-a93f-f4c6570c65d7","USP Bund","Projektmanagement","A13 ASt Ibk Süd Sicherheitsumbau, km 2,3 – 3,6 - TPS (Technische Projektsteuerung) + ÖBA","Autobahnen- und Schnellstraßen-Finanzierungs-Aktiengesellschaft","","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=41a809d9-0b61-4991-86b8-74dc07973af3-a3bbc788-d00b-4051-a93f-f4c6570c65d7","71248000; 71541000; 71520000","","2026-07-03","Österreich","2026-07-13T09:24:30.084Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-e5b96820-0831-494f-b524-067057aab931","USP Bund","Projektmanagement","Werbeagenturleistungen","Österreichische Apothekerkammer","","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-e5b96820-0831-494f-b524-067057aab931","79416000","des Vergabeverfahrens ist die Beschaffung von Werbeagenturleistungen für die Österreichische Apothekerkammer (insb Strategie u. Beratung; Planung u. Umsetzung von 360-Grad-Werbekampagnen; Online- u. Performance Marketing; Content-Erstellung; Media-Planung; Guerilla Marketing, Brand Experience; Projektmanagement; Reportings; Medienarbeit). Zu diesem Zweck beabsichtigt die Auftraggeberin eine Rahmenvereinbarung mit einem:einer RV-Partner:in mit einer Laufzeit von 3 Jahren abzuschließen. Tag des Vertragsabschlusses: 29.04.2025 CPV Hauptteil: 79416000 (Öffentlichkeitsarbeit) CPV Hauptteil: 79416000 (Öffentlichkeitsarbeit) Art des Auftrags: Dienstleistungsauftrag Bezeichnung der Verfahrensart: Ve","2026-07-03","Österreich","2026-07-13T09:24:30.276Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-9110002556748_BVergG-VIII-1-Z2_807206","USP Bund","Strategie","Bad Vöslau, Pflege- und Betreuungszentrum, Neubau - 305 Lüftung","Land Niederösterreich, p.A. Amt der NÖ-Landesregierung, Abteilung Gesundheitsstrategie","2026-07-31","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-9110002556748_BVergG-VIII-1-Z2_807206","","","2026-07-03","Österreich","2026-07-13T09:24:41.687Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-9110002556748_BVergG-VIII-1-Z2_120580","USP Bund","Strategie","Bad Vöslau, Pflege- und Betreuungszentrum, Neubau - 330 Mess-, Steuer-, Regel- und Leittechnik","Land Niederösterreich, p.A. Amt der NÖ-Landesregierung, Abteilung Gesundheitsstrategie","2026-07-31","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-9110002556748_BVergG-VIII-1-Z2_120580","","","2026-07-03","Österreich","2026-07-13T09:24:41.687Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-9110002556748_BVergG-VIII-1-Z2_697239","USP Bund","Strategie","Bad Vöslau, Pflege- und Betreuungszentrum, Neubau - 355 Elektroinstallationen","Land Niederösterreich, p.A. Amt der NÖ-Landesregierung, Abteilung Gesundheitsstrategie","2026-07-31","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-9110002556748_BVergG-VIII-1-Z2_697239","","","2026-07-03","Österreich","2026-07-13T09:24:41.687Z","ungeprueft","","","","",""
"https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-d1f7d6b5-12ec-458c-b836-118f1c98b1a9","USP Bund","Projektmanagement","Art2Art - Support für Kunst und Kultur","Arbeitsmarktservice Wien","","https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=a2c49245-23b2-46e1-acc7-c5a78913a090-d1f7d6b5-12ec-458c-b836-118f1c98b1a9","80400000","","2026-07-02","Österreich","2026-07-13T09:24:30.463Z","ungeprueft","","","","",""
